;Sample01;Sample02;Sample03;Sample04;Sample05;Sample06;Sample07;Sample08;Sample09;Sample10;Sample11;Sample12;Sample13;Sample14;Sample15;Sample16;Sample17;Sample18;Sample19;Sample20;Sample21;Sample22;Sample23;Sample24;Sample25;Sample26;Sample27;Sample28;Sample29;Sample30;Sample31;Sample32;Sample33;Sample34;Sample35;Sample36;Sample37;Sample38;Sample39;Sample40;Sample41;Sample42;Sample43;Sample44;Sample45;Sample46;Sample47;Sample48;Sample49;Sample50;Sample51;Sample52;Sample53;Sample54;Sample55;Sample56;Sample57;Sample58;Sample59;Sample60;Sample61;Sample62;Sample63;Sample64;Sample65;Sample66;Sample67;Sample68;Sample69;Sample70;Sample71;Sample72;Sample73;Sample74;Sample75;Sample76;Sample77;Sample78;Sample79;Sample80;Sample81;Sample82;Sample83;Sample84;Sample85;Sample86;Sample87;Sample88;Sample89;Sample90;Sample91;Sample92;Sample93;Sample94;Sample95;Sample96;Sample97;Sample98;Sample99;Sample100;Sample101;Sample102;Sample103;Sample104;Sample105;Sample106;Sample107;Sample108;Sample109;Sample110;Sample111;Sample112;Sample113;Sample114;Sample115;Sample116;Sample117;Sample118;Sample119;Sample120;Sample121;Sample122;Sample123;Sample124;Sample125;Sample126;Sample127;Sample128;Sample129;Sample130;Sample131;Sample132;Sample133;Sample134;Sample135;Sample136;Sample137;Sample138;Sample139;Sample140;Sample141;Sample142;Sample143;Sample144;Sample145;Sample146;Sample147;Sample148;Sample149;Sample150;Sample151;Sample152;Sample153;Sample154;Sample155;Sample156;Sample157;Sample158;Sample159;Sample160;Sample161;Sample162;Sample163;Sample164;Sample165;Sample166;Sample167;Sample168;Sample169;Sample170;Sample171;Sample172;Sample173;Sample174;Sample175;Sample176;Sample177;Sample178;Sample179;Sample180;Sample181;Sample182;Sample183;Sample184;Sample185;Sample186;Sample187;Sample188;Sample189;Sample190;Sample191;Sample192;Sample193;Sample194;Sample195;Sample196;Sample197;Sample198;Sample199;Sample200;Sample201;Sample202;Sample203;Sample204;Sample205;Sample206;Sample207;Sample208;Sample209;Sample210;Sample211;Sample212;Sample213;Sample214;Sample215;Sample216
Sample175;0.949376;0.930675;0.922375;0.907597;0.931745;0.889465;0.920206;0.942916;0.930657;0.920112;0.934248;0.93391;0.905415;0.908576;0.908219;0.945805;0.946001;0.939902;0.944147;0.898654;0.932828;0.913278;0.937695;0.898498;0.901084;0.922852;0.94485;0.919371;0.90152;0.914535;0.870886;0.872749;0.904601;0.951;0.875754;0.892758;0.888723;0.9142;0.878595;0.895834;0.934071;0.948871;0.895726;0.860317;0.939088;0.927724;0.852336;0.823637;0.984392;0.871425;0.885948;0.908459;0.867329;0.898024;0.869575;0.887002;0.92627;0.865748;0.832803;0.808257;0.879808;0.901635;0.925379;0.877544;0.854632;0.868715;0.896747;0.752685;0.783225;0.744924;0.883688;0.959434;0.835834;0.90783;0.856633;0.966542;0.842515;0.904006;0.895279;0.885241;0.976328;0.870547;0.828512;0.87067;0.977918;0.897757;0.909542;0.904787;0.907938;0.916438;0.920675;0.895971;0.907634;0.903661;0.904874;0.922297;0.891803;0.880082;0.893437;0.887839;0.923518;0.954411;0.905634;0.912838;0.822628;0.913335;0.9345;0.968393;0.932813;0.904939;0.949176;0.901855;0.928989;0.933323;0.94702;0.923627;0.893687;0.911174;0.921547;0.902435;0.911645;0.891321;0.798231;0.882721;0.88217;0.888176;0.870349;0.871656;0.872554;0.875469;0.866615;0.870895;0.957217;0.975558;0.966692;0.952883;0.944412;0.95018;0.952478;0.961724;0.965455;0.961271;0.960032;0.983811;0.971565;0.965525;0.979705;0.982759;0.966142;0.94976;0.843838;0.89622;0.878641;0.912666;0.868457;0.80556;0.817552;0.821401;0.917699;0.888816;0.964213;0.94524;0.867873;0.859358;0.855082;0.832034;0.853697;0.9491;0.85491;0.815311;0.805614;0.793813;0.787281;0.368985;0;0.365401;0.449874;0.459926;0.969973;0.890905;0.870684;0.891823;0.902964;0.907866;0.940174;0.970496;0.899385;0.868554;0.807054;0.906756;0.982117;0.960694;0.88368;0.94175;0.897184;0.940839;0.945449;0.921829;0.926486;0.954944;0.843414;0.767493;0.846758;0.956978;0.9992;0.999371;0.999693;0.93369;0.931783;0.921192;0.94343;0.934275;0.939351;0.905087;0.933439;0.928401
Sample176;0.965903;0.952987;0.939925;0.937569;0.949473;0.920349;0.93572;0.960688;0.95226;0.924738;0.950176;0.955387;0.927526;0.937578;0.923128;0.959858;0.967146;0.95614;0.956882;0.920208;0.944865;0.935048;0.940053;0.912785;0.919915;0.931618;0.954127;0.943911;0.92976;0.939835;0.890471;0.905528;0.929249;0.95832;0.897871;0.912603;0.921122;0.91377;0.892664;0.91017;0.932474;0.941741;0.91183;0.862025;0.950984;0.941197;0.880901;0.853987;0.984654;0.88514;0.905134;0.915204;0.903051;0.908467;0.898839;0.903433;0.927662;0.893388;0.842645;0.813486;0.892273;0.915875;0.93545;0.909633;0.896791;0.896524;0.921315;0.779987;0.802539;0.756258;0.909637;0.966822;0.857228;0.919001;0.873275;0.969993;0.871075;0.925667;0.925318;0.901872;0.987201;0.906697;0.855407;0.902058;0.991288;0.911604;0.914242;0.918287;0.920108;0.928165;0.922515;0.917404;0.928182;0.923709;0.920655;0.933578;0.920276;0.912741;0.909606;0.895711;0.930349;0.960753;0.912391;0.91613;0.821688;0.921089;0.943718;0.968189;0.939313;0.913976;0.955746;0.903775;0.926599;0.936146;0.953623;0.927712;0.920251;0.932644;0.926403;0.909646;0.927421;0.919938;0.802554;0.913589;0.910053;0.922394;0.901097;0.902182;0.900937;0.91091;0.898709;0.904344;0.967283;0.98171;0.977858;0.962858;0.956544;0.960268;0.961029;0.971454;0.973746;0.970328;0.969274;0.9888;0.980301;0.973638;0.985581;0.987406;0.933571;0.913645;0.871041;0.859254;0.877162;0.885089;0.872496;0.817901;0.828161;0.82563;0.942968;0.9171;0.944083;0.900418;0.884922;0.876597;0.85925;0.839454;0.858258;0.883639;0.854994;0.838567;0.817993;0.80326;0.814637;0.48093;0.365401;0;0.500676;0.406587;0.952945;0.899403;0.884518;0.904117;0.914269;0.928018;0.953948;0.978399;0.938087;0.898861;0.798888;0.902642;0.967576;0.961212;0.888424;0.946681;0.907205;0.921669;0.925631;0.91805;0.906941;0.921328;0.869602;0.818002;0.856453;0.955514;0.999242;0.999253;0.999574;0.945934;0.94865;0.938872;0.958857;0.952034;0.953112;0.926997;0.95064;0.947577
Sample177;0.973191;0.956852;0.954802;0.944803;0.966291;0.939516;0.950997;0.972197;0.964393;0.954351;0.963699;0.967604;0.944327;0.954284;0.952596;0.972261;0.971458;0.964291;0.963201;0.937666;0.953574;0.944857;0.955645;0.941427;0.934275;0.946203;0.958369;0.958032;0.946687;0.954986;0.91677;0.914117;0.943703;0.980762;0.919109;0.934777;0.939409;0.936653;0.912708;0.926755;0.937599;0.95651;0.931754;0.91363;0.972742;0.942587;0.891788;0.869526;0.986514;0.933409;0.937719;0.955973;0.934796;0.94481;0.928407;0.947533;0.936017;0.924481;0.879107;0.847559;0.917372;0.946458;0.962972;0.935707;0.91772;0.93179;0.93948;0.797878;0.879723;0.805904;0.933527;0.967253;0.949164;0.944302;0.941492;0.969664;0.893401;0.936863;0.937967;0.95121;0.990256;0.921597;0.87748;0.917337;0.994218;0.932532;0.94246;0.939288;0.938913;0.945853;0.940546;0.933589;0.941733;0.93954;0.939697;0.951897;0.936725;0.928743;0.930073;0.943369;0.954062;0.967156;0.952729;0.945791;0.835942;0.946325;0.967838;0.981366;0.957812;0.9381;0.965166;0.908007;0.930265;0.955919;0.965699;0.943999;0.938719;0.952176;0.952596;0.944605;0.947761;0.944522;0.824729;0.937801;0.932326;0.930534;0.914048;0.915061;0.91197;0.925933;0.910235;0.920127;0.980347;0.98703;0.987595;0.96279;0.962802;0.963626;0.964628;0.967494;0.970323;0.968983;0.966726;0.990829;0.987112;0.981797;0.98518;0.9888;0.97562;0.968097;0.947994;0.920834;0.938554;0.922096;0.895127;0.87932;0.854067;0.860898;0.929797;0.905235;0.97227;0.960521;0.891062;0.894494;0.880507;0.830684;0.844911;0.96043;0.913762;0.860848;0.835142;0.818469;0.892763;0.427396;0.449874;0.500676;0;0.610317;0.989211;0.892843;0.862896;0.87023;0.875697;0.927183;0.945466;0.970103;0.978316;0.97736;0.864255;0.916894;0.990657;0.975495;0.902024;0.967727;0.920676;0.960828;0.959792;0.965642;0.975509;0.970365;0.971642;0.873965;0.841076;0.944652;0.999198;0.99914;0.999651;0.948534;0.952846;0.943453;0.962317;0.956419;0.956187;0.936756;0.957038;0.953291
Sample178;0.961118;0.952365;0.927251;0.942181;0.947742;0.920756;0.922452;0.952632;0.943675;0.896829;0.940471;0.952458;0.92673;0.941107;0.921258;0.956112;0.957288;0.954907;0.942313;0.922521;0.925875;0.937624;0.931821;0.914212;0.922002;0.918709;0.951503;0.945186;0.917484;0.945053;0.880859;0.902453;0.903026;0.961822;0.871068;0.899977;0.902203;0.902647;0.859483;0.904972;0.923103;0.93328;0.888488;0.846333;0.956305;0.936016;0.87367;0.84549;0.982599;0.849205;0.871828;0.88316;0.874525;0.877654;0.875949;0.861553;0.906931;0.88121;0.824821;0.788949;0.878882;0.916281;0.909943;0.881112;0.872091;0.864576;0.898485;0.757111;0.769137;0.726909;0.879721;0.953773;0.817883;0.893439;0.84242;0.961124;0.854613;0.920881;0.921181;0.881919;0.987601;0.902962;0.844679;0.893275;0.990842;0.902191;0.908337;0.907193;0.918865;0.921995;0.916307;0.899634;0.917414;0.91875;0.913528;0.932925;0.919297;0.899065;0.902196;0.858521;0.89348;0.919383;0.874077;0.877226;0.79013;0.875993;0.912546;0.956809;0.908415;0.890904;0.914301;0.899071;0.911039;0.929006;0.930711;0.896106;0.907084;0.919755;0.915096;0.89644;0.920617;0.921034;0.787816;0.911689;0.90282;0.921399;0.901403;0.902571;0.897201;0.90978;0.89511;0.903804;0.966742;0.980515;0.974253;0.964453;0.957516;0.963528;0.964482;0.976408;0.978271;0.974694;0.973729;0.987198;0.977261;0.971673;0.986449;0.986005;0.935891;0.912789;0.83652;0.841783;0.856601;0.875481;0.855224;0.800332;0.806338;0.805481;0.92728;0.911964;0.932903;0.937151;0.874152;0.846669;0.838918;0.828062;0.847515;0.934054;0.823767;0.815158;0.819573;0.795769;0.798251;0.572034;0.459926;0.406587;0.610317;0;0.964035;0.886683;0.878913;0.901119;0.913865;0.919031;0.948514;0.976065;0.91908;0.872615;0.769469;0.89729;0.967403;0.948383;0.890766;0.926459;0.902813;0.913944;0.924966;0.910118;0.902263;0.921672;0.840211;0.789795;0.851097;0.940965;0.999145;0.99871;0.999516;0.945813;0.94954;0.939933;0.960132;0.954315;0.956536;0.927403;0.950344;0.949713
Sample179;0.996305;0.996111;0.998272;0.992633;0.993855;0.998415;0.996965;0.998929;0.994153;0.999778;0.994801;0.999065;0.998316;0.995229;0.99979;0.999574;0.999419;0.998536;0.999443;0.998936;0.999292;0.996797;0.999817;0.999145;0.997641;0.999432;0.999465;0.992435;0.994064;0.998673;0.9978;0.997945;0.998568;0.999387;0.999193;0.996244;0.996789;0.999068;0.99922;0.997847;0.999301;0.997943;0.999165;0.997377;0.99497;0.994797;0.999214;0.998702;0.999151;0.981104;0.996396;0.997988;0.998981;0.995331;0.995613;0.986612;0.998194;0.997502;0.997365;0.998819;0.998573;0.994997;0.991966;0.9986;0.997723;0.997958;0.9979;0.997741;0.996915;0.996633;0.998706;0.99512;0.978147;0.972134;0.973323;0.993527;0.995647;0.998732;0.998354;0.983561;0.993787;0.998958;0.998686;0.998913;0.98369;0.995949;0.996693;0.997566;0.998526;0.99791;0.998578;0.998669;0.998344;0.998494;0.998988;0.998261;0.996033;0.973859;0.998687;0.995832;0.998041;0.998289;0.997605;0.998105;0.998699;0.998566;0.999631;0.982063;0.99879;0.997684;0.993723;0.998375;0.999299;0.958169;0.984583;0.973467;0.998464;0.998715;0.998733;0.998066;0.996868;0.997512;0.99781;0.998939;0.998595;0.99564;0.998695;0.998706;0.998592;0.999022;0.998893;0.998918;0.996947;0.998934;0.996842;0.99885;0.998181;0.998529;0.998022;0.998488;0.99882;0.998088;0.9989;0.998904;0.996933;0.997155;0.999064;0.997804;0.991196;0.994863;0.974389;0.991403;0.982234;0.995343;0.991477;0.989078;0.987087;0.990683;0.885701;0.987164;0.987623;0.947371;0.992672;0.990594;0.995882;0.964371;0.968531;0.962588;0.942073;0.965514;0.994844;0.93942;0.985586;0.989837;0.969973;0.952945;0.989211;0.964035;0;0.813481;0.909152;0.868694;0.877877;0.991526;0.996907;0.993848;0.898308;0.974949;0.989698;0.987252;0.862906;0.889829;0.992674;0.944489;0.993885;0.971293;0.99281;0.989452;0.978092;0.99222;0.984294;0.981423;0.972031;0.930687;0.998942;0.999603;0.99989;0.993078;0.993556;0.992467;0.993918;0.992778;0.993137;0.995674;0.9966;0.997025
Sample180;0.943121;0.928418;0.945351;0.901617;0.954906;0.924459;0.916074;0.970354;0.936265;0.9669;0.937219;0.955459;0.893728;0.920089;0.958703;0.95465;0.964822;0.920622;0.946076;0.895849;0.926906;0.925195;0.971349;0.907358;0.918817;0.954315;0.957501;0.959645;0.894304;0.918186;0.89677;0.907139;0.945683;0.98301;0.936057;0.884117;0.919909;0.956457;0.927607;0.938318;0.956213;0.961353;0.93454;0.929018;0.972656;0.931725;0.928496;0.934653;0.983242;0.931449;0.946945;0.966543;0.939945;0.959368;0.943401;0.944409;0.954349;0.921504;0.926312;0.909459;0.919293;0.948268;0.948582;0.943128;0.933824;0.939266;0.932772;0.932723;0.930934;0.923785;0.959218;0.973012;0.95546;0.943535;0.936404;0.976604;0.911104;0.927715;0.916712;0.94912;0.994063;0.927001;0.919855;0.924819;0.998329;0.957509;0.959447;0.959651;0.957712;0.954323;0.9529;0.953052;0.939062;0.948137;0.954786;0.955242;0.957069;0.93033;0.936271;0.934273;0.950136;0.964196;0.957028;0.953731;0.938798;0.948062;0.963896;0.972823;0.951919;0.938711;0.97874;0.947215;0.962152;0.944326;0.967537;0.959923;0.946418;0.962365;0.96593;0.963841;0.951268;0.90977;0.928485;0.925085;0.903058;0.877543;0.903552;0.906148;0.90843;0.922025;0.9121;0.913684;0.969764;0.972341;0.974165;0.967413;0.966372;0.967694;0.964884;0.968711;0.970361;0.971968;0.970874;0.977748;0.976218;0.969532;0.972447;0.972329;0.995407;0.993975;0.916354;0.935733;0.903817;0.947811;0.859616;0.850382;0.863248;0.865494;0.846948;0.881057;0.978144;0.939929;0.650143;0.683192;0.68047;0.894189;0.866184;0.98108;0.888597;0.799172;0.889142;0.701009;0.765793;0.883542;0.890905;0.899403;0.892843;0.886683;0.813481;0;0.462239;0.52062;0.627564;0.917997;0.942339;0.944914;0.910891;0.992834;0.901836;0.879078;0.880265;0.897444;0.90548;0.917266;0.855186;0.949142;0.974971;0.968838;0.992447;0.993449;0.983398;0.866168;0.800477;0.889187;0.998825;0.999562;0.999899;0.8049;0.808136;0.779673;0.830423;0.823788;0.822648;0.846477;0.871628;0.886189
Sample181;0.94745;0.916955;0.941366;0.90091;0.954941;0.906416;0.91903;0.959579;0.931882;0.94678;0.934283;0.94566;0.889365;0.919228;0.935275;0.953842;0.956068;0.928713;0.943111;0.899008;0.928474;0.914119;0.957514;0.917407;0.902944;0.93303;0.941564;0.94723;0.900814;0.921211;0.873719;0.881683;0.925144;0.966304;0.912975;0.897944;0.905072;0.936576;0.89243;0.909884;0.931062;0.947248;0.90929;0.908468;0.964742;0.915339;0.889059;0.890559;0.976611;0.926138;0.927014;0.945066;0.915808;0.937859;0.918932;0.932285;0.942676;0.898759;0.878373;0.868725;0.899754;0.936592;0.942461;0.917539;0.899257;0.913778;0.912603;0.887622;0.88508;0.887983;0.93294;0.973091;0.966168;0.963889;0.957747;0.977807;0.884972;0.895037;0.892342;0.963004;0.996731;0.900591;0.869939;0.893619;0.998929;0.930767;0.939425;0.935184;0.933318;0.934385;0.934164;0.92457;0.913627;0.921268;0.928001;0.931235;0.933451;0.915753;0.908083;0.924569;0.937124;0.954192;0.943865;0.936086;0.908192;0.934166;0.951613;0.974696;0.938663;0.927333;0.976126;0.935373;0.933201;0.977267;0.976629;0.969885;0.927858;0.945766;0.950278;0.946012;0.942056;0.898963;0.884112;0.906164;0.89355;0.863159;0.874666;0.876622;0.873156;0.88749;0.874653;0.87851;0.975318;0.97846;0.980138;0.972609;0.972217;0.972464;0.971061;0.972415;0.973227;0.97429;0.973164;0.98302;0.979298;0.975053;0.979288;0.978859;0.995394;0.993805;0.922706;0.932228;0.911184;0.938029;0.84788;0.834676;0.823967;0.840251;0.853923;0.862969;0.982776;0.92889;0.655258;0.686641;0.653271;0.866134;0.83897;0.974254;0.900626;0.768634;0.868767;0.671427;0.755868;0.860526;0.870684;0.884518;0.862896;0.878913;0.909152;0.462239;0;0.412547;0.559754;0.902862;0.93647;0.94777;0.916693;0.993926;0.865013;0.887105;0.888848;0.919772;0.887323;0.955897;0.877737;0.970146;0.970947;0.963312;0.991964;0.993652;0.984778;0.854529;0.765024;0.929077;0.998488;0.998958;0.999904;0.823313;0.82927;0.802558;0.857489;0.845576;0.846482;0.867678;0.897068;0.904794
Sample182;0.957068;0.939713;0.964362;0.923897;0.973925;0.938258;0.942373;0.972614;0.9518;0.960613;0.952502;0.962397;0.923557;0.94574;0.953997;0.96822;0.971089;0.947682;0.962056;0.928727;0.951232;0.943328;0.970937;0.945037;0.934294;0.952718;0.962453;0.969789;0.921348;0.947325;0.910871;0.908956;0.948832;0.97421;0.940144;0.929017;0.935869;0.958839;0.922419;0.943733;0.947872;0.964417;0.942111;0.932158;0.971079;0.935296;0.927246;0.930515;0.97468;0.940455;0.943611;0.962336;0.943996;0.95551;0.945894;0.946934;0.955867;0.933735;0.910762;0.913875;0.9349;0.948234;0.964673;0.947253;0.929538;0.944259;0.943811;0.925561;0.924706;0.925097;0.953704;0.968769;0.957349;0.958776;0.9531;0.976424;0.91509;0.935642;0.934264;0.958447;0.99597;0.933451;0.912097;0.932432;0.998596;0.953221;0.958261;0.958326;0.957906;0.957576;0.95409;0.953458;0.944906;0.953083;0.95479;0.960987;0.95453;0.93571;0.944187;0.947605;0.958016;0.96867;0.960358;0.954796;0.935711;0.950978;0.967079;0.973864;0.958766;0.946887;0.977535;0.945721;0.943612;0.972585;0.972871;0.967707;0.948794;0.96512;0.968606;0.964942;0.95708;0.938861;0.918006;0.943153;0.933145;0.892436;0.90922;0.911736;0.914807;0.923439;0.914403;0.917188;0.982364;0.9859;0.987095;0.981469;0.980903;0.980483;0.977853;0.981282;0.981377;0.982051;0.982056;0.989719;0.983333;0.981536;0.982542;0.982699;0.993846;0.992088;0.939565;0.946902;0.926719;0.952201;0.877575;0.865865;0.847753;0.863741;0.790256;0.86813;0.985512;0.932297;0.69889;0.744167;0.685637;0.886716;0.865742;0.974167;0.920924;0.820417;0.899175;0.704531;0.805689;0.875834;0.891823;0.904117;0.87023;0.901119;0.868694;0.52062;0.412547;0;0.391801;0.926087;0.950395;0.958753;0.87114;0.992237;0.900466;0.91301;0.838401;0.868409;0.902722;0.951945;0.896673;0.968023;0.975839;0.95835;0.990087;0.991849;0.980967;0.844249;0.762112;0.916196;0.998583;0.999546;0.999893;0.861331;0.867431;0.845341;0.893347;0.884144;0.889353;0.888267;0.91787;0.925429
Sample183;0.963798;0.951167;0.968808;0.932955;0.977476;0.949415;0.954936;0.977805;0.960255;0.971847;0.963894;0.970458;0.936241;0.957761;0.964086;0.975577;0.977949;0.961822;0.968754;0.946457;0.960626;0.951147;0.971478;0.958269;0.943861;0.963546;0.968016;0.971112;0.933156;0.960878;0.932523;0.919333;0.956732;0.982763;0.947475;0.947266;0.948978;0.962654;0.93704;0.949634;0.957534;0.967842;0.95616;0.949677;0.968023;0.94555;0.937736;0.931846;0.982252;0.95927;0.955624;0.970145;0.956164;0.964517;0.947438;0.964095;0.961939;0.949569;0.92751;0.924122;0.944802;0.964019;0.975248;0.956083;0.931341;0.953626;0.952742;0.930114;0.930824;0.927806;0.959992;0.979627;0.966165;0.974031;0.962671;0.982886;0.928839;0.946977;0.946157;0.9658;0.985436;0.940682;0.921806;0.938972;0.989209;0.959659;0.965309;0.962012;0.957703;0.962177;0.959272;0.958622;0.954872;0.958039;0.959322;0.962839;0.952325;0.948317;0.952827;0.960834;0.968417;0.975191;0.969244;0.964557;0.944149;0.962668;0.975726;0.985436;0.969173;0.957657;0.984908;0.953209;0.9509;0.982826;0.984985;0.979047;0.959806;0.969954;0.970376;0.967906;0.966357;0.949878;0.927389;0.951128;0.943948;0.922849;0.922227;0.922873;0.925124;0.935766;0.924811;0.929753;0.98629;0.988668;0.989502;0.984792;0.984271;0.983838;0.981212;0.982247;0.984108;0.983391;0.984186;0.991692;0.984703;0.984146;0.980354;0.980472;0.987934;0.987618;0.959152;0.960354;0.952891;0.953696;0.906181;0.897405;0.876235;0.889592;0.762961;0.871682;0.986769;0.942497;0.683999;0.782032;0.725867;0.896585;0.874688;0.978817;0.939994;0.840641;0.9139;0.762805;0.844023;0.880003;0.902964;0.914269;0.875697;0.913865;0.877877;0.627564;0.559754;0.391801;0;0.932572;0.954102;0.963727;0.866634;0.989655;0.915502;0.933124;0.847503;0.851538;0.910938;0.962353;0.928314;0.971079;0.966864;0.970351;0.985953;0.986244;0.979339;0.844249;0.771869;0.917022;0.99861;0.999559;0.999872;0.857004;0.851131;0.84125;0.877336;0.881499;0.896656;0.888586;0.915408;0.934287
Sample184;0.94683;0.930023;0.929698;0.913497;0.950263;0.896199;0.929344;0.95597;0.940027;0.948966;0.942372;0.929567;0.894588;0.92141;0.941379;0.945358;0.950109;0.924258;0.942735;0.906797;0.930861;0.914507;0.949559;0.908274;0.901278;0.948783;0.949888;0.943189;0.910565;0.925693;0.896125;0.904535;0.929542;0.953517;0.891826;0.91973;0.913931;0.927497;0.894389;0.902606;0.924299;0.944648;0.907701;0.905839;0.952258;0.916618;0.904514;0.904611;0.967008;0.903698;0.907799;0.927131;0.898539;0.91624;0.902343;0.905674;0.937883;0.893428;0.893221;0.894854;0.904063;0.934681;0.928514;0.896384;0.895733;0.891538;0.890196;0.883344;0.88976;0.898929;0.916129;0.983499;0.966529;0.963597;0.955922;0.982695;0.898332;0.904114;0.89673;0.96688;0.996052;0.900662;0.890888;0.888104;0.998834;0.906976;0.922716;0.914769;0.921644;0.922892;0.930418;0.908377;0.909255;0.91403;0.910809;0.927915;0.908797;0.894885;0.910017;0.91816;0.927551;0.939865;0.922472;0.920861;0.921889;0.919815;0.937078;0.969001;0.925291;0.910321;0.963813;0.951974;0.953895;0.980224;0.97299;0.963169;0.912833;0.927446;0.933705;0.918055;0.932394;0.898538;0.91316;0.898894;0.890557;0.904241;0.889078;0.893967;0.888545;0.893275;0.891694;0.894651;0.975736;0.97907;0.9788;0.975065;0.973278;0.973911;0.978516;0.978061;0.980347;0.979365;0.97764;0.984494;0.979556;0.974638;0.981294;0.979285;0.979418;0.978838;0.935982;0.909267;0.92556;0.920136;0.867527;0.894818;0.887262;0.868892;0.922888;0.921924;0.975834;0.937563;0.881992;0.872889;0.873308;0.924754;0.889365;0.906819;0.887538;0.868137;0.878264;0.894747;0.866767;0.924262;0.907866;0.928018;0.927183;0.919031;0.991526;0.917997;0.902862;0.926087;0.932572;0;0.452556;0.651005;0.794574;0.985988;0.909788;0.914271;0.984018;0.965926;0.873141;0.978125;0.912774;0.970443;0.950987;0.948607;0.985494;0.982942;0.982371;0.947147;0.923428;0.979784;0.998888;0.99932;0.999625;0.935306;0.935206;0.924626;0.940637;0.933887;0.940116;0.910873;0.930313;0.921115
Sample185;0.975996;0.961683;0.965841;0.958402;0.978157;0.946243;0.963048;0.97911;0.970039;0.972957;0.972978;0.970109;0.9469;0.966027;0.967702;0.974571;0.977825;0.957369;0.971391;0.94731;0.964446;0.961344;0.971738;0.948336;0.951966;0.970712;0.970831;0.974709;0.957338;0.961227;0.945563;0.946964;0.968185;0.983389;0.953078;0.953027;0.952671;0.961547;0.946347;0.94963;0.957882;0.976254;0.957114;0.953421;0.980427;0.954801;0.954639;0.957572;0.984816;0.960869;0.957714;0.969737;0.955531;0.966989;0.954874;0.958953;0.957989;0.944705;0.946506;0.942449;0.942385;0.972329;0.96765;0.953286;0.948623;0.946508;0.946459;0.948168;0.943848;0.944982;0.965195;0.990034;0.980838;0.976177;0.974362;0.989579;0.949239;0.951715;0.948002;0.981087;0.997355;0.956486;0.94148;0.95126;0.999236;0.960703;0.96914;0.963483;0.961497;0.962841;0.963417;0.958372;0.95546;0.955787;0.956565;0.962737;0.960516;0.957734;0.950764;0.96439;0.967881;0.972906;0.968551;0.961234;0.960925;0.965946;0.977769;0.987316;0.96851;0.959688;0.980816;0.966542;0.968404;0.986474;0.980411;0.978182;0.960407;0.96689;0.967524;0.962277;0.968489;0.95343;0.954605;0.94749;0.94342;0.952357;0.948132;0.949598;0.943662;0.952024;0.946964;0.947162;0.988914;0.99035;0.990115;0.988153;0.987061;0.987154;0.98949;0.989536;0.990535;0.990046;0.989461;0.993236;0.99016;0.988478;0.991998;0.990776;0.986166;0.983726;0.961478;0.941674;0.954927;0.934519;0.886517;0.929289;0.912929;0.869454;0.952498;0.950588;0.981693;0.918734;0.933087;0.923681;0.926795;0.95697;0.923863;0.902145;0.945973;0.921043;0.85082;0.932125;0.893162;0.953883;0.940174;0.953948;0.945466;0.948514;0.996907;0.942339;0.93647;0.950395;0.954102;0.452556;0;0.480919;0.813709;0.989086;0.945959;0.935988;0.989334;0.98261;0.940388;0.981366;0.948039;0.98091;0.949604;0.967856;0.989533;0.987361;0.987635;0.964362;0.946045;0.983117;0.998826;0.999426;0.999653;0.958028;0.959474;0.951977;0.964514;0.959226;0.961253;0.951085;0.963605;0.961086
